Accession,Title,Collection,Organism,Imaging Method,Keywords,Files,License,Publication Title,Publication DOI,Authors,Release Date,BIA Link
EMPIAR-10455,Single particle cryo-EM dataset of human adenovirus HAdV-D26,EMPIAR,,,,0,,Localized reconstruction in Scipion expedites the analysis of symmetry mismatches in cryo-EM data,,"Abrishami V, Ilca SL, Gomez-Blanco J, Rissanen I, De la Rosa-Trevín JM, Reddy VS, Carazo JM, Huiskonen JT",2020-07-06,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10455
EMPIAR-10430,Phase-plate cryo-EM of human TFIIH,EMPIAR,,,,0,,The complete structure of the human TFIIH core complex,,"Greber BJ, Toso DB, Fang J, Nogales E",2020-07-06,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10430
EMPIAR-10393,Subnanometer-resolution structure determination in situ by a hybrid subtomogram averaging - single particle cryoEM - workflow - on TMV,EMPIAR,,,,0,,Subnanometer-resolution structure determination in situ by hybrid subtomogram averaging - single particle cryo-EM,,"Sanchez RM, Zhang Y, Chen W, Dietrich L, Kudryashev M",2020-07-06,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10393
S-BSST428,Robust single neuron tracking of calcium imaging in behaving Hydra,BioStudies,,,,14,,,,Thibault Lagache,2020-07-06,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST428
EMPIAR-10334,Cryo-EM structure of RNF213 reveals a RING-type E3 with a dynein core and cysteine reactivity,EMPIAR,,,,0,,Moyamoya disease factor RNF213 is a giant E3 ligase with a dynein-like core and a distinct ubiquitin-transfer mechanism,,"Ahel J, Lehner A, Vogel A, Schleiffer A, Meinhart A, Haselbach D, Clausen T",2020-07-03,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10334
S-BSST429,The zebrafish as a novel model for the in vivo study of Toxoplasma gondii replication and interaction with macrophages,BioStudies,,,,9,,,,"Nagisa Yoshida, Marie-Charlotte Domart, Christopher J. Peddie, Artur Yakimovich, Maria J. Mazon-Moya, Thomas A. Hawkins, Lucy Collinson, Jason Mercer, Eva-Maria Frickel, Serge Mostowy",2020-07-03,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST429
EMPIAR-10380,Single particle cryo electron microscopy of the human serotonin transporter bound with paroxetine and in complex with 8B6 Fab,EMPIAR,,,,0,,Chemical and structural investigation of the paroxetine-human serotonin transporter complex,,"Coleman JA, Navratna V, Antermite D, Yang D, Bull JA, Gouaux E",2020-07-01,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10380
S-BIAD21,Centromere specific antibody mediated karyotyping of Okinawan Oikopleura dioica,BioImage Archive,Oikopleura dioica,,,60,,,,"Andrew W. Liu, Yongkai Tan",2020-07-01,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD21
EMPIAR-10387,Structural basis for strand-transfer inhibitor binding to HIV intasomes,EMPIAR,,,,0,,Structural basis for strand-transfer inhibitor binding to HIV intasomes,,"Passos DO, Li M, Jóźwik IK, Zhao XZ, Santos-Martins D, Yang R, Smith SJ, Jeon Y, Forli S, Hughes SH, Burke TR, Craigie R, Lyumkis D",2020-06-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10387
EMPIAR-10278,Cryo-EM structure of TMEM16F in digitonin with calcium bound,EMPIAR,,,,0,,Cryo-EM Studies of TMEM16F Calcium-Activated Ion Channel Suggest Features Important for Lipid Scrambling,,"Feng S, Dang S, Han TW, Ye W, Jin P, Cheng T, Li J, Jan YN, Jan LY, Cheng Y",2020-06-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10278
EMPIAR-10419,Soft X-ray Tomography of mock-infected U2OS cells,EMPIAR,,,,0,,3D Correlative Cryo-Structured Illumination Fluorescence and Soft X-ray Microscopy Elucidates Reovirus Intracellular Release Pathway,,"Kounatidis I, Stanifer ML, Phillips MA, Paul-Gilloteaux P, Heiligenstein X, Wang H, Okolo CA, Fish TM, Spink MC, Stuart DI, Davis I, Boulant S, Grimes JM, Dobbie IM, Harkiolaki M",2020-06-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10419
EMPIAR-10418,Soft X-ray Tomography of mock-infected U2OS cells,EMPIAR,,,,0,,3D Correlative Cryo-Structured Illumination Fluorescence and Soft X-ray Microscopy Elucidates Reovirus Intracellular Release Pathway,,"Kounatidis I, Stanifer ML, Phillips MA, Paul-Gilloteaux P, Heiligenstein X, Wang H, Okolo CA, Fish TM, Spink MC, Stuart DI, Davis I, Boulant S, Grimes JM, Dobbie IM, Harkiolaki M",2020-06-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10418
EMPIAR-10417,Soft X-ray Tomography of mock-infected U2OS cells,EMPIAR,,,,0,,3D Correlative Cryo-Structured Illumination Fluorescence and Soft X-ray Microscopy Elucidates Reovirus Intracellular Release Pathway,,"Kounatidis I, Stanifer ML, Phillips MA, Paul-Gilloteaux P, Heiligenstein X, Wang H, Okolo CA, Fish TM, Spink MC, Stuart DI, Davis I, Boulant S, Grimes JM, Dobbie IM, Harkiolaki M",2020-06-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10417
EMPIAR-10416,Soft X-ray Tomography of mock-infected U2OS cells,EMPIAR,,,,0,,3D Correlative Cryo-Structured Illumination Fluorescence and Soft X-ray Microscopy Elucidates Reovirus Intracellular Release Pathway,,"Kounatidis I, Stanifer ML, Phillips MA, Paul-Gilloteaux P, Heiligenstein X, Wang H, Okolo CA, Fish TM, Spink MC, Stuart DI, Davis I, Boulant S, Grimes JM, Dobbie IM, Harkiolaki M",2020-06-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10416
EMPIAR-10415,Soft X-ray Tomography of mock-infected U2OS cells,EMPIAR,,,,0,,3D Correlative Cryo-Structured Illumination Fluorescence and Soft X-ray Microscopy Elucidates Reovirus Intracellular Release Pathway,,"Kounatidis I, Stanifer ML, Phillips MA, Paul-Gilloteaux P, Heiligenstein X, Wang H, Okolo CA, Fish TM, Spink MC, Stuart DI, Davis I, Boulant S, Grimes JM, Dobbie IM, Harkiolaki M",2020-06-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10415
EMPIAR-10414,Soft X-ray Tomography of mock-infected U2OS cells,EMPIAR,,,,0,,3D Correlative Cryo-Structured Illumination Fluorescence and Soft X-ray Microscopy Elucidates Reovirus Intracellular Release Pathway,,"Kounatidis I, Stanifer ML, Phillips MA, Paul-Gilloteaux P, Heiligenstein X, Wang H, Okolo CA, Fish TM, Spink MC, Stuart DI, Davis I, Boulant S, Grimes JM, Dobbie IM, Harkiolaki M",2020-06-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10414
EMPIAR-10413,Soft X-ray Tomography of mock-infected U2OS cells,EMPIAR,,,,0,,3D Correlative Cryo-Structured Illumination Fluorescence and Soft X-ray Microscopy Elucidates Reovirus Intracellular Release Pathway,,"Kounatidis I, Stanifer ML, Phillips MA, Paul-Gilloteaux P, Heiligenstein X, Wang H, Okolo CA, Fish TM, Spink MC, Stuart DI, Davis I, Boulant S, Grimes JM, Dobbie IM, Harkiolaki M",2020-06-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10413
EMPIAR-10412,Soft X-ray Tomography of mock-infected U2OS cells,EMPIAR,,,,0,,3D Correlative Cryo-Structured Illumination Fluorescence and Soft X-ray Microscopy Elucidates Reovirus Intracellular Release Pathway,,"Kounatidis I, Stanifer ML, Phillips MA, Paul-Gilloteaux P, Heiligenstein X, Wang H, Okolo CA, Fish TM, Spink MC, Stuart DI, Davis I, Boulant S, Grimes JM, Dobbie IM, Harkiolaki M",2020-06-30,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10412
EMPIAR-10263,Sub-3 Å Apoferritin Structure Determined With Full Range of Phase Shifts Using A Single Position Of Volta Phase Plate,EMPIAR,,,,0,,Sub-3 Å Apoferritin Structure Determined With Full Range of Phase Shifts Using A Single Position Of Volta Phase Plate,,"Li K, Sun C, Jiang W, Klose T, Vidal R, Irimia-Dominguez J, Vago FS",2020-06-29,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10263
S-BIAD25,Revealing architectural order with quantitative label-free imaging and deep learning,BioImage Archive,Human,,,90995,,,,"Syuan-Ming Guo, Li-Hao Yeh, Jenny Folkesson, Ivan E. Ivanov, Anitha Priya Krishnan, Matthew G. Keefe, Ezzat Hashemi, David Shin, Bryant Chhun, Nathan Cho",2020-06-29,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD25
EMPIAR-10446,1.8 Å resolution structure of β-galactosidase with a 200 kV CRYO ARM electron microscope,EMPIAR,,,,0,,1.8 Å resolution structure of β-galactosidase with a 200 kV CRYO ARM electron microscope,,"Merk A, Fukumura T, Zhu X, Darling JE, Grisshammer R, Ognjenovic J, Subramaniam S",2020-06-26,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10446
S-BSST421,The protein expression profile of ACE2 in human tissues,BioStudies,,,,70,,,,"Feria Hikmet Noraddin,  Cecilia Lindskog",2020-06-26,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST421
EMPIAR-10441,Tetrameric SARS-CoV-2 ORF3a in a lipid nanodisc,EMPIAR,,,,0,,Cryo-EM structure of the SARS-CoV-2 3a ion channel in lipid nanodiscs,,"Kern DM, Sorum B, Mali SS, Hoel CM, Sridharan S, Remis JP, Toso DB, Kotecha A, Bautista DM, Brohawn SG",2020-06-19,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10441
EMPIAR-10440,SARS-CoV-2 ORF3a dimer with added Emodin in an MSP1E3D1 lipid nanodisc,EMPIAR,,,,0,,Cryo-EM structure of the SARS-CoV-2 3a ion channel in lipid nanodiscs,,"Kern DM, Sorum B, Mali SS, Hoel CM, Sridharan S, Remis JP, Toso DB, Kotecha A, Bautista DM, Brohawn SG",2020-06-19,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10440
EMPIAR-10439,SARS-CoV-2 ORF3a dimer in an MSP1E3D1 lipid nanodisc,EMPIAR,,,,0,,Cryo-EM structure of the SARS-CoV-2 3a ion channel in lipid nanodiscs,,"Kern DM, Sorum B, Mali SS, Hoel CM, Sridharan S, Remis JP, Toso DB, Kotecha A, Bautista DM, Brohawn SG",2020-06-19,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10439
S-BIAD17,Correlative imaging of reovirus localisation in mammalian cells,BioImage Archive,homo sapiens,,,1,,,,"Ilias Kounatidis, Megan L Stanifer, Michael A. Phillips, Perrine Paul-Gilloteaux, Xavier Heiligenstein, Hongchang Wang, Chidinma A. Okolo, Thomas M. Fish, Matthew C. Spink, David I. Stuart",2020-06-19,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD17
S-BIAD18,3D Correlative cryo-structured illumination fluorescence microscopy and soft X-ray tomography elucidates reovirus intracellular release pathway.,BioImage Archive,Reovirus type 3 (strain Dearing) (T3D),,,1,,,,"Michael A. Phillips, Perrine Paul-Gilloteaux, Xavier Heiligenstein, Hongchang Wang, Chidinma A. Okolo, Thomas M. Fish, Matthew C. Spink, David I. Stuart, Ilan Davis, Steeve Boulant",2020-06-19,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD18
S-BIAD19,3D Correlative cryo-structured illumination fluorescence microscopy and soft X-ray tomography elucidates reovirus intracellular release pathway.,BioImage Archive,Reovirus type 3 (strain Dearing) (T3D),,,1,,,,"Ilias Kounatidis, Megan L Stanifer, Michael A. Phillips, Perrine Paul-Gilloteaux, Xavier Heiligenstein, Hongchang Wang, Chidinma A. Okolo, Thomas M. Fish, Matthew C. Spink, David I. Stuart",2020-06-19,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD19
S-BIAD20,3D Correlative cryo-structured illumination fluorescence microscopy and soft X-ray tomography elucidates reovirus intracellular release pathway.,BioImage Archive,homo sapiens; Reovirus type 3 (strain Dearing) (T3D),,,1,,,,"Michael A. Phillips, Perrine Paul-Gilloteaux, Xavier Heiligenstein, Hongchang Wang, Chidinma A. Okolo, Thomas M. Fish, Matthew C. Spink, David I. Stuart, Ilan Davis, Steeve Boulant",2020-06-19,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD20
S-BSST417,BigDataProcessor2 Sample Data,BioStudies,,,,3,,,,Christian Tischer,2020-06-17,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST417
EMPIAR-10433,"Characterization of the SARS-CoV-2 S Protein: Biophysical, Biochemical, Structural, and Antigenic Analysis",EMPIAR,,,,0,,"Characterization of the SARS-CoV-2 S Protein: Biophysical, Biochemical, Structural, and Antigenic Analysis",,"Herrera NG, Morano NC, Celikgil A, Georgiev GI, Malonis R, Lee JH, Tong K, Vergnolle O, Massimi A, Yen LY, Noble AJ, Kopylov M, Bonanno JB, Garrett-Thomson SC, Hayes DB, Bortz R, Wirchnianski A, Florez C, Laudermilch E, Haslwanter D, Fels J, Dieterle M, Jangra R, Barnhill J, Mengotto A, Kimmel D, Daily J, Pirofski L, Chandran K, Brenowitz M, Garforth S, Eng E, Lai JR, Almo SC",2020-06-16,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10433
S-BIAD24,Microscopy-based assay for semi-quantitative detection of SARS-CoV-2 specific antibodies in human sera,BioImage Archive,,,,8985,,,,"Constantin Pape, Vibor Laketa",2020-06-16,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD24
EMPIAR-10389,High resolution cryo-EM structure of urease from the pathogen Yersinia enterocolitica,EMPIAR,,,,0,,High-resolution cryo-EM structure of urease from the pathogen Yersinia enterocolitica,,"Righetto RD, Anton L, Adaixo R, Jakob RP, Zivanov J, Mahi MA, Ringler P, Schwede T, Maier T, Stahlberg H",2020-06-12,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10389
S-BSST413,TBK1 suppresses mutant HTT induced toxicity and pathology in models of Huntington's disease,BioStudies,,,,49,,,,"Ramanath Narayana Hegde, Anass Chiki, Lara Petricca , Paola Martufi, Nicolas Arbez , Laurent Mouchiroud  , Johan Auwerx , Christian Landles , Gillian P. Bates , Malvindar K. Singh?Bains",2020-06-11,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST413
EMPIAR-10390,Cryo-EM structure of coronavirus-HKU1 haemagglutinin esterase,EMPIAR,,,,0,,Cryo-EM structure of coronavirus-HKU1 haemagglutinin esterase reveals architectural changes arising from prolonged circulation in humans,,"Hurdiss DL, Drulyte I, Lang Y, Shamorkina TM, Pronker MF, van Kuppeveld FJM, Snijder J, de Groot RJ",2020-06-08,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10390
S-BSST410,Axis Specification in Zebrafish Is Robust to Cell Mixing and Reveals a Regulation of Pattern Formation by Morphogenesis,BioStudies,,,,16,,,,"Timothy Fulton, Benjamin Steventon",2020-06-05,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST410
S-BSST397,S. aureus alpha-toxin monomer binding and heptamer formation in host cell membranes – Do they determine sensitivity of airway epithelial cells toward the toxin?,BioStudies,,,,8,,,,"Nils Möller, Sabine Ziesemer, Petra Hildebrandt, Nadine Assenheimer, Uwe Völker, Jan-Peter Hildebrandt",2020-06-02,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST397
S-BSST383,Pervasive lesion segregation shapes cancer genome evolution,BioStudies,,,,455,,,,"Sarah Aitken, Frances Connor, Christine Feig, Margus Lukk, Tim Rayner, Duncan Odom",2020-05-31,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST383
S-BSST401,Ultrasound Mouse embryo Images,BioStudies,,,,1,,,,Ziming Qiu,2020-05-31,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST401
EMPIAR-10391,"Single-Particle Cryo-EM of Arabinofuranosyltransferase AftD from Mycobacteria, Mutant R1389S",EMPIAR,,,,0,,Cryo-EM Structures and Regulation of Arabinofuranosyltransferase AftD from Mycobacteria,,"Tan YZ, Zhang L, Rodrigues J, Zheng RB, Giacometti SI, Rosário AL, Kloss B, Dandey VP, Wei H, Brunton R, Raczkowski AM, Athayde D, Catalão MJ, Pimentel M, Clarke OB, Lowary TL, Archer M, Niederweis M, Potter CS, Carragher B, Mancia F",2020-05-29,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10391
EMPIAR-10350,Single particle cryo-EM dataset for LetB from E.coli,EMPIAR,,,,0,,LetB Structure Reveals a Tunnel for Lipid Transport across the Bacterial Envelope,,"Isom GL, Coudray N, MacRae MR, McManus CT, Ekiert DC, Bhabha G",2020-05-29,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10350
EMPIAR-10424,Atomic resolution structure of apoferritin,EMPIAR,,,,0,,Single-particle cryo-EM at atomic resolution,,"Nakane T, Kotecha A, Sente A, McMullan G, Masiulis S, Brown PMGE, Grigoras IT, Malinauskaite L, Malinauskas T, Miehling J, Uchański T, Yu L, Karia D, Pechnikova EV, de Jong E, Keizer J, Bischoff M, McCormack J, Tiemeijer P, Hardwick SW, Chirgadze DY, Murshudov G, Aricescu AR, Scheres SHW",2020-05-27,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10424
EMPIAR-10362,2.6 Angstrom cryo-EM reconstructions of HemQ from Geobacillus in the presence of substantial aberrations,EMPIAR,,,,0,,High-resolution cryo-EM reconstructions in the presence of substantial aberrations,,"Bromberg R, Guo Y, Borek D, Otwinowski Z",2020-05-27,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10362
EMPIAR-10360,2.7 Angstrom cryo-EM reconstructions of glucose isomerase in the presence of substantial aberrations,EMPIAR,,,,0,,High-resolution cryo-EM reconstructions in the presence of substantial aberrations,,"Bromberg R, Guo Y, Borek D, Otwinowski Z",2020-05-27,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10360
EMPIAR-10356,"Ultra-high voltage electron microscope tomography tilt series of 0.7-μm-thick neurite section acquired at 20,000× magnification at an accelerating voltage of 1 MV",EMPIAR,,,,0,,Application of ultra-high voltage electron microscope tomography to 3D imaging of microtubules in neurites of cultured PC12 cells,,"Nishida T, Yoshimura R, Nishi R, Imoto Y, Endo Y",2020-05-27,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10356
EMPIAR-10399,"Single-Particle Cryo-EM of Arabinofuranosyltransferase AftD from Mycobacteria, Wild-type",EMPIAR,,,,0,,Cryo-EM Structures and Regulation of Arabinofuranosyltransferase AftD from Mycobacteria,,"Tan YZ, Zhang L, Rodrigues J, Zheng RB, Giacometti SI, Rosário AL, Kloss B, Dandey VP, Wei H, Brunton R, Raczkowski AM, Athayde D, Catalão MJ, Pimentel M, Clarke OB, Lowary TL, Archer M, Niederweis M, Potter CS, Carragher B, Mancia F",2020-05-26,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10399
EMPIAR-10363,2.3 Angstrom cryo-EM reconstructions of HemQ from Geobacillus,EMPIAR,,,,0,,High-resolution cryo-EM reconstructions in the presence of substantial aberrations,,"Bromberg R, Guo Y, Borek D, Otwinowski Z",2020-05-26,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10363
EMPIAR-10365,Whole-body integration of gene expression and single-cell morphology,EMPIAR,,,,0,,Whole-body integration of gene expression and single-cell morphology,,"Vergara HM, Pape C, Meechan KI, Zinchenko V, Genoud C, Wanner AA, Mutemi KN, Titze B, Templin RM, Bertucci PY, Simakov O, Dürichen W, Machado P, Savage EL, Schermelleh L, Schwab Y, Friedrich RW, Kreshuk A, Tischer C, Arendt D",2020-05-19,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10365
EMPIAR-10392,Three-dimensional ultrastructure of Plasmodium falciparum throughout cytokinesis,EMPIAR,,,,0,,Three-dimensional ultrastructure of Plasmodium falciparum throughout cytokinesis,,"Rudlaff RM, Kraemer S, Marshman J, Dvorin JD",2020-05-14,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10392
EMPIAR-10409,Structure of replicating SARS-CoV-2 polymerase,EMPIAR,,,,0,,Structure of replicating SARS-CoV-2 polymerase,,"Hillen HS, Kokic G, Farnung L, Dienemann C, Tegunov D, Cramer P",2020-05-13,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10409
EMPIAR-10404,SARS-CoV-2 productively infects human gut enterocytes,EMPIAR,,,,0,,SARS-CoV-2 productively infects human gut enterocytes,,"Lamers MM, Beumer J, van der Vaart J, Knoops K, Puschhof J, Breugem T, Ravelli RBG, van Schayck JP, Mykytyn AZ, Duimel HQ, van Donselaar E, Riesebosch S, Kuijpers HJH, Schipper D, van de Wetering WJ, de Graaf M, Koopmans M, Cuppen E, Peters PJ, Haagmans B, Clevers H",2020-05-01,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10404
EMPIAR-10338,Rabbit muscle aldolase movies obtained using a Talos Arctica (200 kV) equipped with a K2,EMPIAR,,,,0,,Sub-2 Angstrom resolution structure determination using single-particle cryo-EM at 200 keV,,"Wu M, Lander GC, Herzik MA",2020-04-24,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10338
EMPIAR-10337,Mouse heavy-chain apoferritin movies obtained using a Talos Arctica (200 kV) equipped with a K2,EMPIAR,,,,0,,Sub-2 Angstrom resolution structure determination using single-particle cryo-EM at 200 keV,,"Wu M, Lander GC, Herzik MA",2020-04-24,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10337
EMPIAR-10348,Cardiac thin filament in low calcium state,EMPIAR,,,,0,,Cryo-EM structures of cardiac thin filaments reveal the 3D architecture of troponin.,,"Oda T, Yanagisawa HA, Wakabayashi T",2020-04-21,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10348
EMPIAR-10279,Cryo-EM structure of TMEM16F in digitonin without calcium bound,EMPIAR,,,,0,,Cryo-EM Studies of TMEM16F Calcium-Activated Ion Channel Suggest Features Important for Lipid Scrambling,,"Feng S, Dang S, Han TW, Ye W, Jin P, Cheng T, Li J, Jan YN, Jan LY, Cheng Y",2020-04-21,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10279
EMPIAR-10267,Cryo-EM reconstruction of CFA/I pili,EMPIAR,,,,0,,Cryo-EM structure of the CFA/I pilus rod,,"Zheng W, Andersson M, Mortezaei N, Bullitt E, Egelman E",2020-04-21,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10267
EMPIAR-10300,Cryo micrographs of microtubules (GDP state) decorated with NDC-NDC chimera of human doublecortin,EMPIAR,,,,0,,A microtubule RELION-based pipeline for cryo-EM image processing,,"Cook AD, Manka SW, Wang S, Moores CA, Atherton J",2020-04-17,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10300
S-BSST265,An annotated fluorescence image dataset for training nuclear segmentation methods,BioStudies,,,,1,,,,,2020-04-15,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST265
S-BIAD4,A 3D molecular atlas of the chick embryonic heart,BioImage Archive,Gallus gallus,,,37530,,,,"Claire Anderson, Bill Hill, Hui-Chub Lu, Adam Moverley, Youwen Yang, Nidia Oliveira, Richard Baldock, Claudio Stern",2020-04-15,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BIAD4
EMPIAR-10364,Cryo-electron tomography of E. coli minicells,EMPIAR,,,,0,,Complete structure of the chemosensory array core signalling unit in an E. coli minicell strain,,"Burt A, Cassidy CK, Ames P, Bacia-Verloop M, Baulard M, Huard K, Luthey-Schulten Z, Desfosses A, Stansfeld PJ, Margolin W, Parkinson JS, Gutsche I",2020-04-14,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10364
EMPIAR-10385,Cryo-EM structure of Lumazine Synthase,EMPIAR,,,,0,,"Cryo-electron microscopy: an introduction to the technique, and considerations when working to establish a national facility",,Bhella D,2020-04-09,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10385
EMPIAR-10384,Cryo-EM structure of Lumazine Synthase,EMPIAR,,,,0,,"Cryo-electron microscopy: an introduction to the technique, and considerations when working to establish a national facility",,Bhella D,2020-04-09,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10384
EMPIAR-10373,BurrH bound to DNA Origami Goniometer,EMPIAR,,,,0,,Molecular goniometers for single-particle cryo-EM of DNA-binding proteins,,"Aksel T, Yu Z, Cheng Y, Douglas SM",2020-04-03,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10373
EMPIAR-10351,Cryo-EM structure of the human PAC1 receptor coupled to an engineered heterotrimeric G protein,EMPIAR,,,,0,,Cryo-EM structure of the human PAC1 receptor coupled to an engineered heterotrimeric G protein,,"Kobayashi K, Shihoya W, Nishizawa T, Kadji FMN, Aoki J, Inoue A, Nureki O",2020-04-03,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10351
S-BSST141,Mutational landscape of a chemically induced mouse model of liver cancer,BioStudies,,,,15,,,,"Margus Lukk, Sarah Aitken, Frances Connor, Christine Feig, Tim Rayner, Duncan Odom",2020-04-03,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST141
S-BSST374,"
In support of: Dynamic properties of noise and Her6 levels are optimized by miR-9, allowing the decoding of the Her6 oscillator. Authors: Ximena Soto, Veronica Biga, Jochen Kursawe, Robert Lea, Parnian Doostdar, Riba Thomas and Nancy Papalopulu. Corresponding authors: NP and XS.
",BioStudies,,,,15,,,,"Ximena Soto, Veronica Biga, Jochen Kursawe, Robert Lea, Parnian Doostdar, Riba Thomas, Nancy Papalopulu",2020-03-30,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST374
EMPIAR-10316,Micrographs of E. coli 70S ribosomes collected at 100 keV using a hybrid pixel direct electron detector,EMPIAR,,,,0,,CryoEM at 100 keV: a demonstration and prospects,,"Naydenova K, McMullan G, Peet MJ, Lee Y, Edwards PC, Chen S, Leahy E, Scotcher S, Henderson R, Russo CJ",2020-03-23,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10316
EMPIAR-10297,Micrographs of DPS collected at 100 keV using a hybrid pixel direct electron detector,EMPIAR,,,,0,,CryoEM at 100 keV: a demonstration and prospects,,"Naydenova K, McMullan G, Peet MJ, Lee Y, Edwards PC, Chen S, Leahy E, Scotcher S, Henderson R, Russo CJ",2020-03-23,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10297
S-BSST314,Temporal integration of mitogen history in mother cells controls proliferation of daughter cells,BioStudies,,,,12,,,,"Mingwei MIn, Sabrina Spencer",2020-03-23,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST314
S-BSST305,In support of: Image-based Cell Profiling Enables Quantitative Tissue Microscopy in Gastroenterology,BioStudies,,,,1,,,,John Wills,2020-03-23,https://www.ebi.ac.uk/bioimage-archive/galleries/S-BSST305
EMPIAR-10361,Cryo-EM of CRF1 receptor bound to CRF and Gs protein,EMPIAR,,,,0,,Toward a Structural Understanding of Class B GPCR Peptide Binding and Activation,,"Liang YL, Belousoff MJ, Zhao P, Koole C, Fletcher MM, Truong TT, Julita V, Christopoulos G, Xu HE, Zhang Y, Khoshouei M, Christopoulos A, Danev R, Sexton PM, Wootten D",2020-03-20,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10361
EMPIAR-10349,Cryo Electron Tomograms of Membrane Fractions of Rabbit Skeletal Muscle for Structural Determination of RyR1 in SR Vesicles,EMPIAR,,,,0,,Structure of RyR1 in native membranes,,"Chen W, Kudryashev M",2020-03-20,https://www.ebi.ac.uk/bioimage-archive/galleries/EMPIAR-10349
